O*NET-SOC Code,Tool Name
11-3021.00,Microsoft Visual FoxPro
11-3021.00,Microsoft Visual Studio
11-3021.00,Microsoft Windows Server
11-3021.00,Microsoft Word
11-3021.00,MicroStrategy
11-3021.00,Mobile wireless network infrastructure software
11-3021.00,MongoDB
11-3021.00,MySQL
11-3021.00,Nagios
11-3021.00,Netscape Navigator
11-3021.00,NetSuite ERP
11-3021.00,Node.js
11-3021.00,NoSQL
11-3021.00,Objective C
11-3021.00,Oracle Business Intelligence Enterprise Edition
11-3021.00,Oracle DBMS
11-3021.00,Oracle E-Business Suite
11-3021.00,Oracle E-Business Suite Financials
11-3021.00,Oracle Eloqua
11-3021.00,Oracle Fusion Applications
11-3021.00,Oracle Hyperion
11-3021.00,Oracle iPlanet Web Server
11-3021.00,Oracle Java
11-3021.00,Oracle JD Edwards EnterpriseOne
11-3021.00,Oracle PeopleSoft
11-3021.00,Oracle PL/SQL
11-3021.00,Oracle Primavera Systems
11-3021.00,Oracle Siebel Server Sync
11-3021.00,Oracle Solaris
11-3021.00,Oracle WebLogic Server
11-3021.00,Pegasus software
11-3021.00,Perforce Helix software
11-3021.00,Performance Solutions Technology ManagePro
11-3021.00,PHP: Hypertext Preprocessor
11-3021.00,Pilgrim Quality Solutions SmartSolve
11-3021.00,PostgreSQL
11-3021.00,Practical extraction and reporting language Perl
11-3021.00,Progress OpenEdge ABL
11-3021.00,Progress OpenEdge Application Server
11-3021.00,Progress OpenEdge Fathom Replication software
11-3021.00,Progress Sonic ESB
11-3021.00,Progress WebSpeed Workshop
11-3021.00,Puppet
11-3021.00,Python
11-3021.00,Qlik Tech QlikView
11-3021.00,QUALCOMM Eudora
11-3021.00,R
11-3021.00,Red Hat Enterprise Linux
11-3021.00,Red Hat WildFly
11-3021.00,Relational database management software
11-3021.00,Ruby on Rails
11-3021.00,Samba
11-3021.00,SAP
11-3021.00,SAP Business Objects
11-3021.00,SAP Crystal Reports
11-3021.00,SAS
11-3021.00,Shell script
11-3021.00,SolarWinds
11-3021.00,SOX COBIT
11-3021.00,Splunk Enterprise
11-3021.00,Spring Framework
11-3021.00,StataCorp Stata
11-3021.00,Structured query language SQL
11-3021.00,Symantec
11-3021.00,Symantec Veritas File System
11-3021.00,Symantec Veritas Volume Manager
11-3021.00,Tableau
11-3021.00,Tax software
11-3021.00,Telnet programs software
11-3021.00,Teradata Database
11-3021.00,The MathWorks MATLAB
11-3021.00,TKSoftware
11-3021.00,Unified modeling language UML
11-3021.00,UNIX
11-3021.00,Veritas NetBackup
11-3021.00,Virtual private networking VPN software
11-3021.00,Zephyr EXTRA! Terminal Emulation
11-3031.01,10-key calculators
11-3031.01,Desktop computers
11-3031.01,Notebook computers
11-3031.01,Personal computers
11-3031.01,Personal digital assistants PDA
11-3031.01,Tablet computers
11-3031.01,"ADERANT Expert Back Office, Powered by Keystone"
11-3031.01,ADP software
11-3031.01,ADP Workforce Now
11-3031.01,Automatic Data Processing PC payroll for windows PCPW
11-3031.01,Blackbaud The Raiser's Edge
11-3031.01,Corel QuattroPro
11-3031.01,Data entry software
11-3031.01,Deltek
11-3031.01,Exact Software Macola ES
11-3031.01,FileMaker Pro
11-3031.01,Fund accounting software
11-3031.01,Hyperion Enterprise
11-3031.01,Hyperion Solutions System 9 Planning
11-3031.01,Hypertext markup language HTML
11-3031.01,IBM Cognos Impromptu
11-3031.01,IBM Lotus 1-2-3
11-3031.01,Infor ERP SyteLine
11-3031.01,Intuit QuickBooks
11-3031.01,Job costing software
11-3031.01,Microsoft Access
11-3031.01,Microsoft Dynamics
11-3031.01,Microsoft Dynamics GP
11-3031.01,Microsoft Dynamics SL
11-3031.01,Microsoft Excel
11-3031.01,Microsoft FRx
11-3031.01,Microsoft Office
11-3031.01,Microsoft Office SharePoint Server MOSS
11-3031.01,Microsoft Outlook
11-3031.01,Microsoft PowerPoint
11-3031.01,Microsoft Project
11-3031.01,Microsoft Word
11-3031.01,MYOB Premier Accounting Small Business Suite
11-3031.01,NetSuite ERP
11-3031.01,Oracle E-Business Suite Financials
11-3031.01,Oracle Fusion Applications
11-3031.01,Oracle Hyperion
11-3031.01,Oracle Hyperion Planning
11-3031.01,Oracle JD Edwards EnterpriseOne
11-3031.01,Oracle PeopleSoft
11-3031.01,Oracle PeopleSoft Financials
11-3031.01,Oracle Primavera Enterprise Project Portfolio Management
11-3031.01,Sage 50 Accounting
11-3031.01,Sage Fixed Asset Solution FAS
11-3031.01,Sage MIP Fund Accounting
11-3031.01,SAP
11-3031.01,SAP Business Objects
11-3031.01,SAP Crystal Reports
11-3031.01,Structured query language SQL
11-3031.01,Tax software
11-3031.01,Yardi
11-3031.02,10-key calculators
11-3031.02,Desktop computers
11-3031.02,Notebook computers
11-3031.02,Personal computers
11-3031.02,Personal digital assistants PDA
11-3031.02,Scanners
11-3031.02,Tablet computers
11-3031.02,Accounts receivable software
11-3031.02,ADP Workforce Now
11-3031.02,ARES Corporation PRISM Project Estimator
11-3031.02,Blackbaud The Raiser's Edge
11-3031.02,Credit management software
11-3031.02,Data entry software
11-3031.02,Delphi Technology
11-3031.02,FileMaker Pro
11-3031.02,Fund accounting software
11-3031.02,Healthcare common procedure coding system HCPCS
11-3031.02,Human resource information system HRIS
11-3031.02,Human resource management software HRMS
11-3031.02,IBM Cognos Impromptu
11-3031.02,IBM Notes
11-3031.02,IBM Power Systems software
11-3031.02,IBM SPSS Statistics
11-3031.02,Internet browser software
11-3031.02,Intuit QuickBooks
11-3031.02,LexisNexis
11-3031.02,Marketo Marketing Automation
11-3031.02,Microsoft Access
11-3031.02,Microsoft Dynamics
11-3031.02,Microsoft Dynamics GP
11-3031.02,Microsoft Excel
11-3031.02,Microsoft Exchange Server
11-3031.02,Microsoft Office
11-3031.02,Microsoft Outlook
11-3031.02,Microsoft PowerPoint
11-3031.02,Microsoft Project
11-3031.02,Microsoft SharePoint
11-3031.02,Microsoft SQL Server
11-3031.02,Microsoft Visio
11-3031.02,Microsoft Visual Basic
11-3031.02,Microsoft Word
11-3031.02,MicroStrategy
11-3031.02,Moody's KMV FAMAS
11-3031.02,NetSuite ERP
11-3031.02,Oracle Business Intelligence Enterprise Edition
11-3031.02,Oracle E-Business Suite Financials
11-3031.02,Oracle Fusion Applications
11-3031.02,Oracle Hyperion
11-3031.02,Oracle JD Edwards EnterpriseOne
11-3031.02,Oracle PeopleSoft
11-3031.02,Oracle PeopleSoft Financials
11-3031.02,Oracle Primavera Enterprise Project Portfolio Management
11-3031.02,Qlik Tech QlikView
11-3031.02,R
11-3031.02,Sage 50 Accounting
11-3031.02,Salesforce software
11-3031.02,SAP
11-3031.02,SAP Business Objects
11-3031.02,SAP Crystal Reports
11-3031.02,SAS
11-3031.02,Structured query language SQL
11-3031.02,Tableau
11-3031.02,Tax software
11-3031.02,Word processing software
11-3031.02,Yardi
11-3051.00,Desktop computers
11-3051.00,Forklifts
11-3051.00,Notebook computers
11-3051.00,Personal computers
11-3051.00,Personal digital assistants PDA
11-3051.00,Scanners
11-3051.00,Squares
11-3051.00,Tablet computers
11-3051.00,Tape measures
11-3051.00,Taper gauges
11-3051.00,Vernier calipers
11-3051.00,ABB Optimize IT Predict & Control
11-3051.00,Adobe Systems Adobe Acrobat
11-3051.00,Adobe Systems Adobe AfterEffects
11-3051.00,Adobe Systems Adobe InDesign
11-3051.00,Adobe Systems Adobe Photoshop
11-3051.00,Apple Final Cut Pro
11-3051.00,Autodesk AutoCAD
11-3051.00,Citect IIM
11-3051.00,CitectSCADA Reports
11-3051.00,Clockware
11-3051.00,Computer aided design CAD software
11-3051.00,Computer integrated manufacturing CIM software
11-3051.00,Computer integrated manufacturing CIM time manager software
11-3051.00,Computer integrated manufacturing CIM warehouse shipping manager software
11-3051.00,Database software
11-3051.00,Employee performance management system
11-3051.00,Exact Software JobBOSS
11-3051.00,FileMaker Pro
11-3051.00,Financial planning software
11-3051.00,IBM Notes
11-3051.00,IBM Rational ClearQuest
11-3051.00,Industrial production manager and stock control software
11-3051.00,Intuit QuickBooks Manufacturing & Wholesale
11-3051.00,Marel production system MPS
11-3051.00,Microsoft Excel
11-3051.00,Microsoft Office
11-3051.00,Microsoft Outlook
11-3051.00,Microsoft PowerPoint
11-3051.00,Microsoft Project
11-3051.00,Microsoft Word
11-3051.00,Minitab
11-3051.00,NetSuite ERP
11-3051.00,Oracle JD Edwards EnterpriseOne
11-3051.00,Oracle PeopleSoft
11-3051.00,Plant management software
11-3051.00,ProcessPro Premier
11-3051.00,Prosys
11-3051.00,PTC Creo Parametric
11-3051.00,Qlik Tech QlikView
11-3051.00,QUMAS
11-3051.00,SAP
11-3051.00,SAP Business Objects
11-3051.00,Scadex Technologies MAESTRO
11-3051.00,Schneider Electric CitectSCADA
11-3051.00,Statistical process control SPC software
11-3051.00,Wonderware InTouch
11-3051.00,WorkSchedule.net
11-3051.01,Automated diluters
11-3051.01,Automated microplate ELISA readers
11-3051.01,Cellular assay equipment
11-3051.01,Computer inkjet printers
11-3051.01,Electrophoresis equipment
11-3051.01,Fourier transfer infrared FTIR spectrometers
11-3051.01,Gas chromatography equipment
11-3051.01,Handheld data collectors
11-3051.01,Infrared spectroscopic equipment
11-3051.01,Laboratory analytical balances
11-3051.01,Laboratory benchtop centrifuges
11-3051.01,Laboratory extraction equipment
11-3051.01,Laboratory moisture balances
11-3051.01,Laptop computers
11-3051.01,Liquid chromatography equipment
11-3051.01,Personal computers
11-3051.01,pH analyzers
11-3051.01,Titrators
11-3051.01,Abbot Informatics STARLIMS
11-3051.01,Adobe Systems Adobe Acrobat
11-3051.01,ASI DATAMYTE GageMetrics
11-3051.01,ASI DATAMYTE QDA
11-3051.01,ASIDATAMYTE DataMetrics
11-3051.01,Atlassian JIRA
11-3051.01,CAMA Software Quality Collaboration By Design QCBD
11-3051.01,CEBOS MQ1 software
11-3051.01,Computing Solutions LabSoft LIMS
11-3051.01,Core Informatics Laboratory Information Management System LIMS
11-3051.01,Data entry software
11-3051.01,EtQ Reliance
11-3051.01,Extensible markup language XML
11-3051.01,Harrington Group caWeb
11-3051.01,Harrington Group HQMS
11-3051.01,Hewlett Packard LoadRunner
11-3051.01,Illumina Laboratory Information Management System LIMS
11-3051.01,Infinity QS ProFicient
11-3051.01,Lablite Laboratory Information Management Systems LIMS
11-3051.01,Laboratory Automated Quality Control Systems LAQC
11-3051.01,Labvantage Solutions LIMS
11-3051.01,Linux
11-3051.01,MasterControl software
11-3051.01,Microsoft Access
11-3051.01,Microsoft Excel
11-3051.01,Microsoft Office
11-3051.01,Microsoft Outlook
11-3051.01,Microsoft PowerPoint
11-3051.01,Microsoft Project
11-3051.01,Microsoft SQL Server
11-3051.01,Microsoft Visio
11-3051.01,Microsoft Word
11-3051.01,Minitab
11-3051.01,Oracle Java
11-3051.01,Pearson Education PHStat2
11-3051.01,PQ Systems CHARTrunner Lean
11-3051.01,PQ Systems GAGEpack
11-3051.01,PQ Systems MEASUREspy
11-3051.01,PQ Systems SQCpack
11-3051.01,Promium Element DataSystem LIMS
11-3051.01,Quality Systems International WinLIMS
11-3051.01,SAP
11-3051.01,Selenium
11-3051.01,Sparta Systems TrackWise
11-3051.01,Statgraphics
11-3051.01,Structured query language SQL
11-3051.01,Systat Software Lisa.lims
11-3051.01,Thermo Fisher Scientific Laboratory Information Management Systems LIMS
11-3051.01,Vivaldi Software Vivaldi Quality Management
11-3051.01,Web browser software
11-3051.02,Dataloggers
11-3051.02,Desktop computers
11-3051.02,Diesel-powered generators
11-3051.02,Forklifts
11-3051.02,Laptop computers
11-3051.02,Large volume water pumps
11-3051.02,Material moving cranes
11-3051.02,Mobile radios
11-3051.02,Multi-line telephone systems
11-3051.02,Personal computers
11-3051.02,Programmable logic controllers PLC
11-3051.02,Data entry software
11-3051.02,Datalogging software
11-3051.02,Infostat RIMBase
11-3051.02,Microsoft Access
11-3051.02,Microsoft Excel
11-3051.02,Microsoft Office
11-3051.02,Microsoft Outlook
11-3051.02,Microsoft Word
11-3051.02,Personnel scheduling software
11-3051.03,Air monitoring equipment
11-3051.03,Ball valves
11-3051.03,Belt conveyor systems
11-3051.03,Desktop computers
11-3051.03,Dust and particulate respirators
11-3051.03,Electric timing devices
11-3051.03,Emergency alarm systems
11-3051.03,Fermentation processing vessels
11-3051.03,Flow control valves FCV
11-3051.03,Forklifts
11-3051.03,Gate butterfly valves
11-3051.03,Glass graduated cylinders
11-3051.03,Gravity convection ovens
11-3051.03,Hand sampling pumps
11-3051.03,Hazardous material spill kits
11-3051.03,Mobile radios
11-3051.03,Moisture analyzers
11-3051.03,Mole sieves
11-3051.03,Personal computers
11-3051.03,pH probes
11-3051.03,Reaction flasks
11-3051.03,Sample ports
11-3051.03,Self-contained breathing apparatus
11-3051.03,Stop valves
11-3051.03,Throttle control valves TCV
11-3051.03,Autodesk AutoCAD
11-3051.03,Computerized maintenance management system CMMS
11-3051.03,Distributed control system DCS
11-3051.03,Employee scheduling software
11-3051.03,Human machine interface HMI software
11-3051.03,Inventory control software
11-3051.03,Microsoft Excel
11-3051.03,Microsoft Office
11-3051.03,Microsoft Outlook
11-3051.03,Microsoft PowerPoint
11-3051.03,Microsoft Word
11-3051.03,Web browser software
11-3051.04,Biomass boilers
11-3051.04,Bubbling fluidized bed boilers
11-3051.04,Circulating fluidized bed boilers
11-3051.04,Cooling towers
11-3051.04,Desktop computers
11-3051.04,Heat recovery steam generators
11-3051.04,Laptop computers
11-3051.04,Personal computers
11-3051.04,Radial stackers
11-3051.04,Steam boilers
11-3051.04,Steam turbines
11-3051.04,Water samplers
11-3051.04,Wood feed systems
11-3051.04,Computer aided design CAD software
11-3051.04,Computerized maintenance management system CMMS
11-3051.04,Distributed control system DCS
11-3051.04,Employee scheduling software
11-3051.04,Inventory control software
11-3051.04,Microsoft Excel
11-3051.04,Microsoft Office
11-3051.04,Microsoft Outlook
11-3051.04,Microsoft PowerPoint
11-3051.04,Microsoft Word
11-3051.05,Air samplers
11-3051.05,All terrain vehicles ATV
11-3051.05,Combustible gas monitors
11-3051.05,Desktop computers
11-3051.05,Diesel reciprocating engine generator sets
11-3051.05,Enclosed flares
11-3051.05,Gas leak detectors
11-3051.05,Gas reciprocating engine generator sets
11-3051.05,Micro anemometers
11-3051.05,Multiple gas monitors
11-3051.05,Notebook computers
11-3051.05,Open flares
11-3051.05,Oxygen analyzers
11-3051.05,Personal computers
11-3051.05,Pressure gauges
11-3051.05,Pressure valves
11-3051.05,Utility trucks
11-3051.05,Computerized maintenance management system CMMS
11-3051.05,Distributed control system DCS
11-3051.05,Email software
11-3051.05,Employee scheduling software
11-3051.05,Landfill gas analysis software
11-3051.05,Landtec System Software LFG Pro
11-3051.05,Microsoft Excel
11-3051.05,Microsoft Office
11-3051.05,Microsoft Word
11-3051.05,SAP
11-3051.05,Web browser software
11-3051.05,WorkTech MAXIMO
11-3051.06,Dam water flow controls
11-3051.06,Desktop computers
11-3051.06,Electrical circuit breakers
11-3051.06,Electrical switch gear
11-3051.06,Hydraulic power generation equipment
11-3051.06,Hydroelectric power generator controls
11-3051.06,Impulse turbines
11-3051.06,Laptop computers
11-3051.06,Mobile radios
11-3051.06,Personal computers
11-3051.06,Power transformers
11-3051.06,Protective ear muffs
11-3051.06,Protective respirators
11-3051.06,Reaction turbines
11-3051.06,Safety glasses
11-3051.06,Turbine generators
11-3051.06,Computerized maintenance management system CMMS
11-3051.06,Distributed control system DCS
11-3051.06,Email software
11-3051.06,Microsoft Access
11-3051.06,Microsoft Excel
11-3051.06,Microsoft Office
11-3051.06,Microsoft PowerPoint
11-3051.06,Microsoft Word
11-3051.06,Personnel scheduling software
11-3051.06,Supervisory control and data acquisition SCADA software
11-3061.00,10-key calculators
11-3061.00,Desktop computers
11-3061.00,Personal computers
11-3061.00,Ariba Spend Management Suite
11-3061.00,Automated purchase order software
11-3061.00,Bottomline Technologies Bottomline Sprinter Purchasing Manager
11-3061.00,Bowen & Groves M1 ERP
11-3061.00,Corel Paradox
11-3061.00,Database software
11-3061.00,Enterprise resource planning ERP software
11-3061.00,Epicor Vantage ERP
11-3061.00,IBM Lotus Notes
11-3061.00,Infor Lawson Supply Chain Management
11-3061.00,Inventory management software
11-3061.00,Materials requirement planning MRP software
11-3061.00,Microsoft Access
11-3061.00,Microsoft Dynamics
11-3061.00,Microsoft Excel
11-3061.00,Microsoft Office
11-3061.00,Microsoft Outlook
11-3061.00,Microsoft PowerPoint
11-3061.00,Microsoft Project
11-3061.00,Microsoft SharePoint
11-3061.00,Microsoft Visio
11-3061.00,Microsoft Word
11-3061.00,Oracle DBMS
11-3061.00,Oracle JD Edwards EnterpriseOne
11-3061.00,Oracle PeopleSoft
11-3061.00,Oracle PeopleSoft Enterprise Financial Management Solutions
11-3061.00,Oracle PeopleSoft Financials
11-3061.00,Oracle Primavera P6 Enterprise Portfolio Project Management
11-3061.00,Point of sale POS software
11-3061.00,Purchasing software
11-3061.00,PurchasingNet eProcurement
11-3061.00,Qlik Tech QlikView
11-3061.00,SAP
11-3061.00,SAP BusinessObjects Crystal Reports
11-3061.00,Scheduling software
11-3061.00,Web browser software
11-3071.01,Barcode scanners
11-3071.01,Barcoding labels
11-3071.01,Desktop computers
11-3071.01,Forklifts
11-3071.01,Laptop computers
11-3071.01,Personal computers
11-3071.01,Personal digital assistants PDA
11-3071.01,Radio frequency handheld terminals
11-3071.01,Radio frequency identification RFID devices
11-3071.01,Radio frequency truck-mounted terminals
11-3071.01,Wireless communication and satellite positioning tools
11-3071.01,ABOL Manifest Systems
11-3071.01,Airline global distribution systems GDS software
11-3071.01,ALK Technologies FleetSuite
11-3071.01,ALK Technologies PC*Miler
11-3071.01,Amber Road
11-3071.01,Argos Software ABECAS Insight Freight Management System FMS (accounting feature)
11-3071.01,Argos Software ABECAS Insight Freight Management System FMS (calendar and scheduling feature)
11-3071.01,Autodesk AutoCAD Civil 3D
11-3071.01,Automated expense reporting system software
11-3071.01,Bentley MicroStation
11-3071.01,Bentley Transportation Data Manager
11-3071.01,Cadre Technologies Cadence Transportation Management System
11-3071.01,CoPilot Truck
11-3071.01,Eaton Fleet Advisor
11-3071.01,Enterprise resource planning ERP software
11-3071.01,Fleetware software
11-3071.01,Freight Rail Crew Optimization Scheduling FRCOS software
11-3071.01,Geometrix
11-3071.01,Graphics software
11-3071.01,IBM i2 Transportation Manager
11-3071.01,IBM Lotus Notes
11-3071.01,IBM Power Systems software
11-3071.01,IMSure Solutions SHIPflex
11-3071.01,Infosite Technologies Dispatch-Mate
11-3071.01,Integrated Decision Support Corporation Expert Fuel
11-3071.01,Integrated Decision Support Corporation Netwise Supply Chain
11-3071.01,Integrated Decision Support Corporation Route Advice
11-3071.01,Integrated Decision Support Corporation Swap Advice
11-3071.01,Integrated Decision Support Match Advice
11-3071.01,Integrated Decision Support Netwise Enterprise
11-3071.01,Integrated Decision Support Netwise Frontline
11-3071.01,Intergraph GeoMedia Transportation Manager
11-3071.01,Iptor Supply Chain
11-3071.01,Labelmaster Software REG-Trieve
11-3071.01,Microsoft Access
11-3071.01,Microsoft Office
11-3071.01,Microsoft Outlook
11-3071.01,Microsoft PowerPoint
