O*NET-SOC Code,Tool Name
33-3021.02,Metal detectors
33-3021.02,Microscope slides
33-3021.02,Mobile data computers
33-3021.02,Orange filter lenses
33-3021.02,Personal computers
33-3021.02,Personal digital assistants PDA
33-3021.02,Phillips head screwdrivers
33-3021.02,Polarized filter lenses
33-3021.02,Portable lasers
33-3021.02,Power generators
33-3021.02,Protective gloves
33-3021.02,Pry bars
33-3021.02,Red filter lenses
33-3021.02,Respirators
33-3021.02,Ridge counters
33-3021.02,Safety glasses
33-3021.02,Shovels
33-3021.02,Socket wrench sets
33-3021.02,Straight screwdrivers
33-3021.02,Telephoto camera lenses
33-3021.02,Two way radios
33-3021.02,Utility knives
33-3021.02,Vise grip pliers
33-3021.02,Wide angle camera lenses
33-3021.02,Wire cutters
33-3021.02,Wood chisels
33-3021.02,Yellow filter lenses
33-3021.02,Adobe Systems Adobe Photoshop
33-3021.02,Computer aided composite drawing software
33-3021.02,Database software
33-3021.02,DataWorks Plus Digital CrimeScene
33-3021.02,DeChant Consulting Services iWitness
33-3021.02,DesignWare 3D EyeWitness
33-3021.02,Digital Image Management Solutions Crime Scene
33-3021.02,Eos Systems PhotoModeler
33-3021.02,Image enhancement software
33-3021.02,Integrated Automated Fingerprint Identification System IAFIS
33-3021.02,Microsoft Excel
33-3021.02,Microsoft Office
33-3021.02,Microsoft Visio
33-3021.02,Microsoft Word
33-3021.02,National Crime Information Center NCIC database
33-3021.02,National Integrated Ballistics Information Network NIBIN
33-3021.02,SmartDraw.com SmartDraw Legal
33-3021.02,The CAD Zone The Crime Zone
33-3021.02,Trancite Logic Systems ScenePD
33-3021.02,Visual Statement Vista FX3 CSI
33-3021.02,Web browser software
33-3021.03,35 millimeter cameras
33-3021.03,Audio recording equipment
33-3021.03,Biohazard suits
33-3021.03,Blood collection kits
33-3021.03,Body armor
33-3021.03,Bulletproof vests
33-3021.03,Crime scene rulers
33-3021.03,Crime scene tape measures
33-3021.03,Desktop computers
33-3021.03,Digital cameras
33-3021.03,Digital video cameras
33-3021.03,Digital voice recorders
33-3021.03,Distance measuring wheels
33-3021.03,Drug testing kits
33-3021.03,Explosive detectors
33-3021.03,Filter masks
33-3021.03,Fingerprint evidence kits
33-3021.03,Impression casting kits
33-3021.03,Instant print cameras
33-3021.03,Laptop computers
33-3021.03,Metal detectors
33-3021.03,Metal handcuffs
33-3021.03,Mobile data computers
33-3021.03,Nightsticks
33-3021.03,Pepper spray
33-3021.03,Personal computers
33-3021.03,Plastic handcuffs
33-3021.03,Police patrol cars
33-3021.03,Police shotguns
33-3021.03,Polygraphs
33-3021.03,Protective gloves
33-3021.03,Riot shields
33-3021.03,Semiautomatic pistols
33-3021.03,Service revolvers
33-3021.03,Suspect fingerprinting equipment
33-3021.03,Two way radios
33-3021.03,Ultraviolet UV lights
33-3021.03,Wiretap equipment
33-3021.03,Case management software
33-3021.03,Computer aided composite drawing software
33-3021.03,Corel WordPerfect
33-3021.03,Crime mapping software
33-3021.03,Email software
33-3021.03,ESRI ArcView
33-3021.03,Graphics software
33-3021.03,Integrated Automated Fingerprint Identification System IAFIS
33-3021.03,Law enforcement information databases
33-3021.03,Microsoft Access
33-3021.03,Microsoft Excel
33-3021.03,Microsoft Office
33-3021.03,Microsoft Outlook
33-3021.03,Microsoft Word
33-3021.03,National Crime Information Center NCIC database
33-3021.03,National Integrated Ballistics Information Network NIBIN
33-3021.03,Web browser software
33-3021.05,Barcode scanners
33-3021.05,Compound light microscopes
33-3021.05,Desktop computers
33-3021.05,Digital video cameras
33-3021.05,Fingerprint scanners
33-3021.05,Gamma ray spectrometers
33-3021.05,Hazardous material detectors
33-3021.05,Hydrometers
33-3021.05,Identification card scanners
33-3021.05,Ion mobility spectrometers
33-3021.05,Laptop computers
33-3021.05,Measurement calipers
33-3021.05,Metal handcuffs
33-3021.05,Mobile data computers
33-3021.05,Mobile truck X ray units
33-3021.05,Pepper spray
33-3021.05,Personal computers
33-3021.05,Personal radiation detectors PRD
33-3021.05,Plastic handcuffs
33-3021.05,Police shotguns
33-3021.05,Radiation isotope identifier devices RIID
33-3021.05,Radiation portal monitor terminals
33-3021.05,Radiation portal monitors RPM
33-3021.05,Radioisotope detection devices
33-3021.05,Security inspection mirrors
33-3021.05,Service revolvers
33-3021.05,Side-handle batons
33-3021.05,Tire deflation devices
33-3021.05,Two way radios
33-3021.05,Vehicle and Cargo Inspection System VACIS
33-3021.05,Videophones
33-3021.05,X ray inspection equipment
33-3021.05,Automated Manifest System AMS
33-3021.05,Corel WordPerfect Office Suite
33-3021.05,Law enforcement information databases
33-3021.05,Microsoft Excel
33-3021.05,Microsoft Office
33-3021.05,Microsoft Outlook
33-3021.05,Microsoft Word
33-3021.05,National Crime Information Center NCIC database
33-3021.05,SAP
33-3021.05,Treasury Enforcement Communications System TECS
33-3021.06,Color copiers
33-3021.06,Color laser printers
33-3021.06,Computer laser printers
33-3021.06,Desktop computers
33-3021.06,Digital still cameras
33-3021.06,Digital video cameras
33-3021.06,Document scanners
33-3021.06,Laptop computers
33-3021.06,Laser facsimile machines
33-3021.06,Multimedia presentation projectors
33-3021.06,Plotting printers
33-3021.06,Smart phones
33-3021.06,Statistical calculators
33-3021.06,Arrival Departure Information System ADIS
33-3021.06,Automated Targeting System ATS
33-3021.06,Bing
33-3021.06,Biometric Storage System BSS
33-3021.06,Computer Linked Application Information Management System CLAIMS
33-3021.06,Consular Consolidated Database CCD
33-3021.06,Data mining software
33-3021.06,Data visualization software
33-3021.06,Email software
33-3021.06,Encryption software
33-3021.06,Enforcement Case Tracking System ENFORCE
33-3021.06,ESRI ArcGIS software
33-3021.06,ESRI ArcView
33-3021.06,Facebook
33-3021.06,Flowcharting software
33-3021.06,Google
33-3021.06,Google Earth Pro
33-3021.06,Graphics creation software
33-3021.06,Hypertext markup language HTML
33-3021.06,IBM i2 Analyst's Notebook
33-3021.06,LexisNexis
33-3021.06,Link analysis software
33-3021.06,LinkedIn
33-3021.06,Linux
33-3021.06,McAfee
33-3021.06,Microsoft Access
33-3021.06,Microsoft Excel
33-3021.06,Microsoft Office
33-3021.06,Microsoft PowerPoint
33-3021.06,Microsoft SharePoint
33-3021.06,Microsoft Word
33-3021.06,Myspace
33-3021.06,National Crime Information Center NCIC database
33-3021.06,Oracle Business Intelligence Enterprise Edition
33-3021.06,Oracle Java
33-3021.06,Oracle PeopleSoft
33-3021.06,Palantir Intelligence
33-3021.06,Photo enhancement software
33-3021.06,Python
33-3021.06,"Refugee, Asylum and Parole System RAPS"
33-3021.06,Relational database management software
33-3021.06,SAP
33-3021.06,SAS
33-3021.06,Statistical analysis software
33-3021.06,Structured query language SQL
33-3021.06,Student and Exchange Visitor Information System SEVIS
33-3021.06,Symantec
33-3021.06,Telephone analysis software
33-3021.06,Telephone records software
33-3021.06,Text mining software
33-3021.06,Thomson Reuters CLEAR
33-3021.06,Timeline software
33-3021.06,Treasury Enforcement Communications System TECS
33-3021.06,Veritas NetBackup
33-3021.06,Web browser software
33-3021.06,Wireshark
33-3031.00,.40 caliber semi-automatic pistols
33-3031.00,12-gauge shotguns
33-3031.00,Airboats
33-3031.00,All terrain vehicles ATV
33-3031.00,Animal traps
33-3031.00,Blood collection kits
33-3031.00,Canoes
33-3031.00,Deoxyribonucleic acid DNA collection kits
33-3031.00,Desktop computers
33-3031.00,Digital camcorders
33-3031.00,Digital cameras
33-3031.00,Emergency first aid kits
33-3031.00,Fingerprint evidence kits
33-3031.00,Four wheel drive 4WD vehicles
33-3031.00,Geodetic ground global positioning system GPS receivers
33-3031.00,Horse bridles
33-3031.00,Horse saddles
33-3031.00,Impression casting kits
33-3031.00,Infrared cameras
33-3031.00,Jet propulsion motor boats
33-3031.00,Jet skis
33-3031.00,Metal handcuffs
33-3031.00,Military rifles
33-3031.00,Necropsy equipment
33-3031.00,Night vision scopes
33-3031.00,Noise meters
33-3031.00,Patrol boats
33-3031.00,Pepper spray
33-3031.00,Personal computers
33-3031.00,Police rifles
33-3031.00,Semiautomatic rifles
33-3031.00,Service revolvers
33-3031.00,Shotguns
33-3031.00,Side-handle batons
33-3031.00,Snowmobiles
33-3031.00,Sonar equipment
33-3031.00,Sport fishing nets
33-3031.00,Sport fishing reels
33-3031.00,Surveillance binoculars
33-3031.00,Tranquilizer guns
33-3031.00,Two way radios
33-3031.00,Database software
33-3031.00,Global positioning system GPS software
33-3031.00,Mapping software
33-3031.00,Microsoft Excel
33-3031.00,Microsoft Office
33-3031.00,Microsoft Word
33-3031.00,Spreadsheet software
33-3031.00,Web browser software
33-3031.00,Word processing software
33-3041.00,Analog parking meters
33-3041.00,Barcode scanners
33-3041.00,Desktop computers
33-3041.00,Digital still cameras
33-3041.00,Electronic cash registers
33-3041.00,Handheld data collectors
33-3041.00,Handheld ticket writers
33-3041.00,Laptop computers
33-3041.00,License plate recognition LPR cameras
33-3041.00,Mobile radios
33-3041.00,Mountain bicycles
33-3041.00,Parking enforcement vehicles
33-3041.00,Parking meter readers
33-3041.00,Parking ticket printers
33-3041.00,Parking timers
33-3041.00,Payment receipt printers
33-3041.00,Wheel locks
33-3041.00,Complus Data Innovations FastTrack
33-3041.00,Integrated Parking Solutions MApp
33-3041.00,Microsoft Excel
33-3041.00,Microsoft Office
33-3041.00,Microsoft PowerPoint
33-3041.00,Microsoft Word
33-3041.00,Ticket issuing software
33-3041.00,Vehicle information databases
33-3041.00,Web browser software
33-3051.01,35 millimeter cameras
33-3051.01,All terrain vehicles ATV
33-3051.01,Audio recording equipment
33-3051.01,Automated external defibrillators AED
33-3051.01,Base station radios
33-3051.01,Biohazard suits
33-3051.01,Blood collection kits
33-3051.01,Body armor
33-3051.01,Breathalyzers
33-3051.01,Bulletproof vests
33-3051.01,Cardiopulmonary resuscitation CPR face shields
33-3051.01,Crime scene rulers
33-3051.01,Crime scene tape measures
33-3051.01,Deoxyribonucleic acid DNA collection kits
33-3051.01,Desktop computers
33-3051.01,Digital cameras
33-3051.01,Digital video cameras
33-3051.01,Distance measuring wheels
33-3051.01,Drug testing kits
33-3051.01,Electroshock weapons
33-3051.01,Equipment transport trailers
33-3051.01,Explosive detectors
33-3051.01,Filter masks
33-3051.01,Fingerprint evidence kits
33-3051.01,Fingerprint scanners
33-3051.01,First aid kits
33-3051.01,Global positioning system GPS receivers
33-3051.01,Handguns
33-3051.01,Hearing protectors
33-3051.01,Laptop computers
33-3051.01,Laser trajectory pointers
33-3051.01,Metal detectors
33-3051.01,Metal handcuffs
33-3051.01,Mobile data computers
33-3051.01,Multipurpose fire extinguishers
33-3051.01,Nightsticks
33-3051.01,Noise meters
33-3051.01,Pepper spray
33-3051.01,Personal computers
33-3051.01,Personal motorized watercraft
33-3051.01,Plastic handcuffs
33-3051.01,Police bicycles
33-3051.01,Police boats
33-3051.01,Police car radios
33-3051.01,Police motorcycles
33-3051.01,Police patrol cars
33-3051.01,Police rifles
33-3051.01,Police shotguns
33-3051.01,Police snowmobiles
33-3051.01,Protective gloves
33-3051.01,Radar speed readers
33-3051.01,Remote traffic signal controllers
33-3051.01,Riot helmets
33-3051.01,Riot shields
33-3051.01,Road flares
33-3051.01,Safety glasses
33-3051.01,Scuba diving equipment
33-3051.01,Semiautomatic pistols
33-3051.01,Service revolvers
33-3051.01,Side-handle batons
33-3051.01,Surveillance binoculars
33-3051.01,Suspect fingerprinting equipment
33-3051.01,Teletype terminals
33-3051.01,Tire deflation devices
33-3051.01,Two way radios
33-3051.01,Ultraviolet UV lights
33-3051.01,Computer aided composite drawing software
33-3051.01,Corel WordPerfect Office Suite
33-3051.01,Crime mapping software
33-3051.01,DesignWare 3D EyeWitness
33-3051.01,Email software
33-3051.01,ESRI ArcView
33-3051.01,IBM Lotus 1-2-3
33-3051.01,Integrated Automated Fingerprint Identification System IAFIS
33-3051.01,Law enforcement information databases
33-3051.01,Microsoft Access
33-3051.01,Microsoft Excel
33-3051.01,Microsoft Internet Explorer
33-3051.01,Microsoft Office
33-3051.01,Microsoft PowerPoint
33-3051.01,Microsoft Visio
33-3051.01,Microsoft Word
33-3051.01,National Crime Information Center NCIC database
33-3051.01,National Integrated Ballistics Information Network NIBIN
33-3051.01,SmartDraw.com SmartDraw Legal
33-3051.01,Spillman Technologies Records Management
33-3051.01,The CAD Zone The Crime Zone
33-3051.01,Web browser software
33-3051.03,35 millimeter cameras
33-3051.03,All terrain vehicles ATV
33-3051.03,Audio recording equipment
33-3051.03,Automated external defibrillators AED
33-3051.03,Biohazard suits
33-3051.03,Blood collection kits
33-3051.03,Body armor
33-3051.03,Breathalyzers
33-3051.03,Bulletproof vests
33-3051.03,Cardiopulmonary resuscitation CPR face shields
33-3051.03,Crime scene rulers
33-3051.03,Crime scene tape measures
33-3051.03,Desktop computers
33-3051.03,Digital cameras
33-3051.03,Digital video cameras
33-3051.03,Digital voice recorders
33-3051.03,Distance measuring wheels
33-3051.03,Drug testing kits
33-3051.03,Explosive detectors
33-3051.03,Filter masks
33-3051.03,Fingerprint evidence kits
33-3051.03,First aid kits
33-3051.03,Global positioning system GPS receivers
33-3051.03,Handguns
33-3051.03,Hearing protectors
33-3051.03,Impression casting kits
33-3051.03,Laptop computers
33-3051.03,Metal detectors
33-3051.03,Metal handcuffs
33-3051.03,Mobile data computers
33-3051.03,Multipurpose fire extinguishers
33-3051.03,Nightsticks
33-3051.03,Pepper spray
33-3051.03,Personal computers
33-3051.03,Plastic handcuffs
33-3051.03,Police boats
33-3051.03,Police motorcycles
33-3051.03,Police patrol cars
33-3051.03,Police rifles
33-3051.03,Police shotguns
33-3051.03,Police snowmobiles
33-3051.03,Protective gloves
33-3051.03,Radar speed readers
33-3051.03,Riot helmets
33-3051.03,Riot shields
33-3051.03,Road flares
33-3051.03,Safety glasses
33-3051.03,Semiautomatic pistols
33-3051.03,Service revolvers
33-3051.03,Side-handle batons
33-3051.03,Snow goggles
33-3051.03,Surveillance binoculars
33-3051.03,Suspect fingerprinting equipment
33-3051.03,Teletype terminals
33-3051.03,Tire deflation devices
33-3051.03,Two way radios
33-3051.03,Ultraviolet UV lights
33-3051.03,X ray examination systems
33-3051.03,Corel WordPerfect Office Suite
33-3051.03,Crime mapping software
33-3051.03,Database software
33-3051.03,DesignWare 3D EyeWitness
33-3051.03,Email software
33-3051.03,ESRI ArcView
33-3051.03,IBM Lotus 1-2-3
33-3051.03,Integrated Automated Fingerprint Identification System IAFIS
33-3051.03,Law enforcement information databases
33-3051.03,Microsoft Access
33-3051.03,Microsoft Excel
33-3051.03,Microsoft Outlook
33-3051.03,Microsoft Visio
33-3051.03,Microsoft Windows
33-3051.03,Microsoft Word
33-3051.03,National Crime Information Center NCIC database
33-3051.03,National Integrated Ballistics Information Network NIBIN
33-3051.03,SmartDraw.com SmartDraw Legal
33-3051.03,The CAD Zone The Crime Zone
33-3051.03,Web browser software
33-3052.00,35 millimeter cameras
33-3052.00,Automated external defibrillators AED
33-3052.00,Biohazard suits
33-3052.00,Biological hazard detectors
33-3052.00,Breathalyzers
33-3052.00,Cardiopulmonary resuscitation CPR face shields
33-3052.00,Chemical hazard detectors
33-3052.00,Crime scene tape measures
33-3052.00,Digital cameras
33-3052.00,Digital video cameras
33-3052.00,Distance measuring wheels
33-3052.00,Explosive detectors
33-3052.00,Filter masks
33-3052.00,Fingerprint evidence kits
33-3052.00,First aid kits
33-3052.00,Laptop computers
33-3052.00,Metal handcuffs
33-3052.00,Mobile data computers
33-3052.00,Multipurpose fire extinguishers
33-3052.00,Nightsticks
33-3052.00,Nuclear hazard detectors
33-3052.00,Pepper spray
33-3052.00,Personal computers
33-3052.00,Pistols
33-3052.00,Plastic handcuffs
33-3052.00,Police bicycles
33-3052.00,Police motorcycles
33-3052.00,Police patrol cars
33-3052.00,Police rifles
33-3052.00,Police shotguns
33-3052.00,Protective gloves
33-3052.00,Riot helmets
33-3052.00,Service revolvers
33-3052.00,Side-handle batons
33-3052.00,Suspect fingerprinting equipment
33-3052.00,Two way radios
33-3052.00,X ray inspection equipment
33-3052.00,Crime mapping software
33-3052.00,Integrated Automated Fingerprint Identification System IAFIS
33-3052.00,Law enforcement information databases
33-3052.00,MapInfo Professional
33-3052.00,MapInfo StreetPro
33-3052.00,Microsoft Excel
33-3052.00,Microsoft Word
33-3052.00,National Crime Information Center NCIC database
33-3052.00,Web browser software
33-9011.00,Animal cages
33-9011.00,Animal capture nets
33-9011.00,Animal catch poles
33-9011.00,Animal control shotguns
33-9011.00,Animal traps
33-9011.00,Bat excluders
33-9011.00,Blowguns
33-9011.00,Cable winches
33-9011.00,Cat crates
33-9011.00,Compact digital cameras
33-9011.00,Crimping pliers
33-9011.00,Dog muzzles
33-9011.00,Electro muscular disruption devices EMDD
33-9011.00,Leashes
33-9011.00,Microchip readers
33-9011.00,Mobile radios
33-9011.00,Noose poles
33-9011.00,Personal computers
33-9011.00,Power lifts
33-9011.00,Snake hooks
33-9011.00,Snake tongs
33-9011.00,Tranquilizer guns
33-9011.00,Veterinary stethoscopes
33-9011.00,Wildlife cameras
33-9011.00,Work trucks
33-9011.00,Animal Shelter Manager
33-9011.00,ARK Software Ark Shelter Software
33-9011.00,CISCO Software ACS Animal Control System
33-9011.00,Geographic information system GIS software
33-9011.00,Microsoft Excel
33-9011.00,Microsoft Office
33-9011.00,Microsoft Outlook
33-9011.00,Microsoft Word
33-9011.00,Multiple Options Animal Shelter Management System
33-9011.00,RescueConnection Software ShelterConntection
33-9011.00,RoseRush Services Shelter Pro
33-9011.00,TRAX Animal Control and Dog Warden Officer Software
33-9011.00,Web browser software
33-9021.00,35 millimeter cameras
33-9021.00,Biological evidence collection kits
33-9021.00,Compact digital cameras
33-9021.00,Computer data input scanners
33-9021.00,Desktop computers
33-9021.00,Digital audio recorders
33-9021.00,Digital video cameras
33-9021.00,Fingerprint evidence kits
33-9021.00,Global positioning system GPS receivers
33-9021.00,Handguns
33-9021.00,High powered binoculars
33-9021.00,Laptop computers
33-9021.00,Night vision goggles
33-9021.00,Optical telescopes
33-9021.00,Personal computers
33-9021.00,Computer imaging software
33-9021.00,Data entry software
33-9021.00,Email software
33-9021.00,LexisNexis
33-9021.00,Microsoft Excel
33-9021.00,Microsoft Office
33-9021.00,Microsoft Outlook
33-9021.00,Microsoft PowerPoint
33-9021.00,Microsoft Word
33-9021.00,Web browser software
33-9031.00,Closed circuit television CCTV surveillance systems
33-9031.00,Computer laser printers
33-9031.00,Digital still cameras
33-9031.00,Digital video recording equipment
33-9031.00,Electric transportation carts
33-9031.00,Handheld metal detectors
33-9031.00,Laptop computers
33-9031.00,Law enforcement handguns
33-9031.00,Metal handcuffs
33-9031.00,Mobile radios
33-9031.00,Multi-line telephone systems
33-9031.00,Personal computers
33-9031.00,Remotely controlled cameras
33-9031.00,Security alarm systems
33-9031.00,Slot machines
33-9031.00,Surveillance cameras
33-9031.00,Tablet computers
33-9031.00,Video cassette recording equipment
33-9031.00,FileMaker Pro
33-9031.00,iView Systems
33-9031.00,Microsoft Excel
33-9031.00,Microsoft Outlook
33-9031.00,Microsoft Paint
33-9031.00,Microsoft PowerPoint
33-9031.00,Microsoft Word
33-9032.00,Desktop computers
33-9032.00,Digital video cameras
33-9032.00,First aid kits
33-9032.00,Flashlights
33-9032.00,Laptop computers
33-9032.00,Laser facsimile machines
33-9032.00,Metal handcuffs
33-9032.00,Multi-line telephone systems
33-9032.00,Multipurpose fire extinguishers
33-9032.00,Nightsticks
33-9032.00,Patrol cars
33-9032.00,Patrol golf carts
33-9032.00,Pepper spray
33-9032.00,Personal computers
33-9032.00,Photocopiers
33-9032.00,Pistols
33-9032.00,Plastic handcuffs
33-9032.00,Revolvers
33-9032.00,Security alarm systems
33-9032.00,Security surveillance systems
33-9032.00,Switchboards
33-9032.00,Two way radios
33-9032.00,Vehicle weight scales
33-9032.00,Corel WordPerfect Office Suite
33-9032.00,Data entry software
33-9032.00,IBM Lotus 1-2-3
33-9032.00,McAfee
33-9032.00,Microsoft Excel
33-9032.00,Microsoft Office
33-9032.00,Microsoft SharePoint
33-9032.00,Microsoft Word
33-9032.00,Symantec
33-9032.00,Wireshark
33-9091.00,Computer data input scanners
33-9091.00,Computer laser printers
33-9091.00,Copy machines
33-9091.00,Digital video cameras
33-9091.00,Handheld calculators
33-9091.00,Laser facsimile machines
33-9091.00,Mobile radios
33-9091.00,Personal computers
33-9091.00,Reflective gloves
33-9091.00,Reflective vests
33-9091.00,Smart phones
33-9091.00,Stop sign paddles
33-9091.00,Traffic cones
33-9091.00,Warning flags
33-9091.00,Warning whistles
33-9091.00,Microsoft Word
33-9091.00,Payroll software
33-9091.00,Visual Computer Solutions Crossing Guard Scheduling
33-9092.00,Air splints
33-9092.00,Automated external defibrillators AED
33-9092.00,Avalanche beacons
33-9092.00,Chair lifts
33-9092.00,Chlorine testers
33-9092.00,Collapsible snow shovels
33-9092.00,Emergency first aid kits
33-9092.00,Four wheel drive 4WD vehicles
33-9092.00,Global positioning system GPS receivers
33-9092.00,Handheld digital thermometers
33-9092.00,Ice axes
33-9092.00,Mechanical stethoscopes
33-9092.00,Mercury sphygmomanometers
33-9092.00,Mountain bikes
33-9092.00,Navigational compasses
33-9092.00,Oxygen administration sets
33-9092.00,pH indicators
33-9092.00,Pool vacuums
33-9092.00,Public address PA systems
33-9092.00,Reach poles
33-9092.00,Rescue buoys
33-9092.00,Rescue rappel equipment
33-9092.00,Rescue rings
33-9092.00,Rescue toboggans
33-9092.00,Safety harnesses
33-9092.00,Scuba suits
33-9092.00,Snow skis
33-9092.00,Snowboards
33-9092.00,Snowmobiles
33-9092.00,Snowshoes
33-9092.00,Surfboards
33-9092.00,Swim fins
33-9092.00,Tow lines
33-9092.00,Two way radios
33-9092.00,Water samplers
33-9092.00,Water testers
33-9092.00,Microsoft Excel
33-9092.00,Microsoft Outlook
33-9092.00,Microsoft PowerPoint
33-9092.00,Microsoft Publisher
33-9092.00,Microsoft Word
33-9093.00,Backscatter imaging units
33-9093.00,Black lights
33-9093.00,Body imaging scanners
33-9093.00,CastScope machines
33-9093.00,Chemical detection testing kits
33-9093.00,Desktop computers
33-9093.00,Explosive detection systems
33-9093.00,Explosive trace portals
33-9093.00,Handheld metal detectors
33-9093.00,Laptop computers
33-9093.00,Magnifying loupes
33-9093.00,Millimeter wave imaging units
33-9093.00,Mobile radios
33-9093.00,Multi-line telephone systems
33-9093.00,Personal computers
33-9093.00,Two way radios
33-9093.00,Walk-through metal detectors
33-9093.00,X ray security inspection equipment
33-9093.00,Data entry software
33-9093.00,Email software
33-9093.00,Microsoft Excel
33-9093.00,Microsoft Word
33-9093.00,Rapiscan Threat Image Projection
33-9093.00,Web browser software
33-9099.02,Access control systems
33-9099.02,Automated locks
33-9099.02,Closed circuit television CCTV surveillance systems
33-9099.02,Computer data input scanners
33-9099.02,Contact alarm systems
33-9099.02,Copy machines
33-9099.02,Digital video cameras
33-9099.02,Digital video recorders DVR
33-9099.02,Electronic article surveillance EAS sensing devices
33-9099.02,Electronic cash registers
33-9099.02,Electronic wanding devices
33-9099.02,Fire detection systems
33-9099.02,Key cutters
33-9099.02,Laptop computers
33-9099.02,Laser facsimile machines
33-9099.02,Mobile radios
33-9099.02,Multi-line telephone systems
33-9099.02,Personal computers
33-9099.02,Security alarm systems
33-9099.02,Security surveillance cameras
33-9099.02,Wireless motion detectors
33-9099.02,Aspect Loss Prevention Aspect EliteLP
33-9099.02,Case management system software
33-9099.02,Database software
33-9099.02,Epicor Loss Prevention
33-9099.02,McAfee
33-9099.02,Microsoft Excel
33-9099.02,Microsoft Office
33-9099.02,Microsoft Outlook
33-9099.02,Microsoft PowerPoint
33-9099.02,Microsoft Word
33-9099.02,Symantec
35-1011.00,Apple corers
35-1011.00,Blast chillers
35-1011.00,Blenders
35-1011.00,Bone saws
35-1011.00,Boning knives
35-1011.00,Box graters
35-1011.00,Braziers
35-1011.00,Bread slicers
35-1011.00,Broilers
35-1011.00,Cake decorating tools
35-1011.00,Cappuccino makers
35-1011.00,Carbonated beverage dispensers
35-1011.00,Chefs' knives
35-1011.00,Commercial coffee grinders
35-1011.00,Commercial coffeemakers
35-1011.00,Commercial dishwashers
35-1011.00,Commercial microwave ovens
35-1011.00,Convection ovens
35-1011.00,Conveyer ovens
35-1011.00,Cream whippers
35-1011.00,Desktop computers
35-1011.00,Double boilers
35-1011.00,Dry or liquid measuring cups
35-1011.00,Electric deep-fat fryers
35-1011.00,Electric ovens
35-1011.00,Electric stoves
35-1011.00,Fire suppression blankets
35-1011.00,Food dicers
35-1011.00,Food processors
35-1011.00,Food shredders
35-1011.00,Food smokers
35-1011.00,Fruit zesters
35-1011.00,Garbage compactors
35-1011.00,Gas ovens
35-1011.00,Gas stoves
35-1011.00,Gas-powered deep-fat fryers
35-1011.00,Griddles
35-1011.00,Grills
35-1011.00,Hot dog cookers
35-1011.00,Ice shaving or crushing equipment
35-1011.00,Ice-making machines
35-1011.00,Infrared heat lamps
35-1011.00,Instant-read pocket thermometers
35-1011.00,Juice dispensers
35-1011.00,Juice extractors
35-1011.00,Kitchen fire extinguishers
35-1011.00,Kitchen shears
35-1011.00,Kitchen tongs
35-1011.00,Knife sharpeners
35-1011.00,Laptop computers
35-1011.00,Mandolines
35-1011.00,Meat grinders
35-1011.00,Meat slicers
35-1011.00,Meat thermometers
35-1011.00,Melon ballers
35-1011.00,Mixers
35-1011.00,Oyster knives
35-1011.00,Paring knives
35-1011.00,Parisian cutters
35-1011.00,Pasta machines
35-1011.00,Personal computers
35-1011.00,Pizza ovens
35-1011.00,Plane graters
35-1011.00,Portion scales
35-1011.00,Pressurized steam cookers
35-1011.00,Refrigerator thermometers
35-1011.00,Rice cookers
35-1011.00,Rolling pins
35-1011.00,Rotisserie units
35-1011.00,Salamanders
35-1011.00,Serrated blade knives
35-1011.00,Sieves
35-1011.00,Sifters
35-1011.00,Slicing machines
35-1011.00,Steam kettles
35-1011.00,Steam tables
35-1011.00,Strainers
35-1011.00,Toasters
35-1011.00,Vegetable brushes
35-1011.00,Vegetable peelers
35-1011.00,Waffle makers
35-1011.00,Woks
35-1011.00,ADP eTIME
35-1011.00,Axxya Systems Nutritionist Pro
35-1011.00,Barrington Software CookenPro Commercial
35-1011.00,CostGuard
35-1011.00,Culinary Software Services ChefTec
35-1011.00,Delphi Technology
35-1011.00,EGS CALCMENU
35-1011.00,EGS F&B Control
35-1011.00,Email software
35-1011.00,GNOME Gnutrition
35-1011.00,Google spreadsheet
35-1011.00,Internet browser software
35-1011.00,"IPro Restaurant Inventory, Recipe & Menu Software"
35-1011.00,Menu planning software
35-1011.00,Microsoft Excel
35-1011.00,Microsoft Office
35-1011.00,Microsoft PowerPoint
35-1011.00,Microsoft Word
35-1011.00,Nutrition analysis software
35-1011.00,ReServe Interactive
35-1011.00,Sage MAS 90 ERP
35-1011.00,SoftCafe MenuPro
35-1012.00,Barcode scanners
35-1012.00,Card readers
35-1012.00,Cash registers
35-1012.00,Credit card processing machines
35-1012.00,Desktop computers
35-1012.00,Linear imaging scanners
35-1012.00,Long range charged coupled device CCD barcode scanners
35-1012.00,Notebook computers
35-1012.00,Point of sale POS printers
35-1012.00,Point of sale POS terminals
35-1012.00,Point of service scanners
35-1012.00,Point of service workstations
35-1012.00,Restaurant guest and server paging systems
35-1012.00,ADP Workforce Now
35-1012.00,CaterPro
35-1012.00,CBORD FoodService Suite
35-1012.00,CBORD Group Menu Management System
35-1012.00,Compeat Restaurant Accounting Systems
35-1012.00,Compris Advanced Manager's Workstation
35-1012.00,Compris software
35-1012.00,CostGuard
35-1012.00,Data entry software
35-1012.00,Delphi Technology
35-1012.00,IBM Domino
35-1012.00,Intuit QuickBooks Point of Sale
35-1012.00,Inventory management software
35-1012.00,MICROS Systems HSI Profits Series
35-1012.00,Microsoft Excel
35-1012.00,Microsoft Office
